Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
8600000US11559,11559,ZCTA5 11559,8432,535,7523,289,909,557
8600000US11560,11560,ZCTA5 11560,6264,360,5742,391,522,264
8600000US11561,11561,ZCTA5 11561,37854,377,32677,915,5177,889
8600000US11563,11563,ZCTA5 11563,22286,363,18146,685,4140,670
8600000US11565,11565,ZCTA5 11565,8750,221,8185,285,565,216
8600000US11566,11566,ZCTA5 11566,34288,884,31931,1037,2357,476
8600000US11568,11568,ZCTA5 11568,4704,319,4363,289,341,106
8600000US11569,11569,ZCTA5 11569,1179,381,1138,371,41,51
8600000US11570,11570,ZCTA5 11570,27607,514,23811,735,3796,646
8600000US11572,11572,ZCTA5 11572,29374,971,26185,874,3189,594
8600000US11575,11575,ZCTA5 11575,16122,1072,9643,911,6479,962
8600000US11576,11576,ZCTA5 11576,12196,646,11897,634,299,134
8600000US11577,11577,ZCTA5 11577,12977,863,11669,732,1308,408
8600000US11579,11579,ZCTA5 11579,5238,157,4868,242,370,191
8600000US11580,11580,ZCTA5 11580,44122,1348,32692,1359,11430,1271
8600000US11581,11581,ZCTA5 11581,21440,946,18326,928,3114,715
8600000US11590,11590,ZCTA5 11590,47778,1342,34019,1433,13759,1368
8600000US11596,11596,ZCTA5 11596,10652,262,9798,391,854,286
8600000US11598,11598,ZCTA5 11598,13575,906,12618,938,957,371
8600000US11691,11691,ZCTA5 11691,65356,2539,47273,2291,18083,2047
8600000US11692,11692,ZCTA5 11692,20242,1388,14930,1201,5312,958
8600000US11693,11693,ZCTA5 11693,12709,1296,9166,773,3543,1071
8600000US11694,11694,ZCTA5 11694,21003,1097,18108,1043,2895,473
8600000US11697,11697,ZCTA5 11697,3702,455,3522,442,180,168
8600000US11701,11701,ZCTA5 11701,28604,1726,19696,1335,8908,1725
8600000US11702,11702,ZCTA5 11702,13966,353,12759,371,1207,325
8600000US11703,11703,ZCTA5 11703,16353,691,13751,642,2602,408
8600000US11704,11704,ZCTA5 11704,40310,1160,32408,985,7902,1002
8600000US11705,11705,ZCTA5 11705,7498,368,7006,329,492,202
8600000US11706,11706,ZCTA5 11706,69209,2366,38703,1713,30506,2553
8600000US11709,11709,ZCTA5 11709,6752,25,6370,246,382,242
8600000US11710,11710,ZCTA5 11710,34058,1052,31656,1106,2402,492
8600000US11713,11713,ZCTA5 11713,9767,894,7687,731,2080,539
8600000US11714,11714,ZCTA5 11714,22450,985,20634,857,1816,492
8600000US11715,11715,ZCTA5 11715,4567,389,4127,323,440,263
8600000US11716,11716,ZCTA5 11716,9979,518,9126,539,853,200
8600000US11717,11717,ZCTA5 11717,63207,2030,21047,1422,42160,2005
8600000US11718,11718,ZCTA5 11718,3096,23,2816,126,280,121
8600000US11719,11719,ZCTA5 11719,3588,540,3142,448,446,282
8600000US11720,11720,ZCTA5 11720,28966,1238,24543,1091,4423,834
8600000US11721,11721,ZCTA5 11721,6063,349,5874,363,189,131
8600000US11722,11722,ZCTA5 11722,34123,1517,18490,1245,15633,1523
8600000US11724,11724,ZCTA5 11724,3386,442,3282,446,104,87
8600000US11725,11725,ZCTA5 11725,29557,722,27836,672,1721,407
8600000US11726,11726,ZCTA5 11726,20490,1472,12354,1125,8136,1305
8600000US11727,11727,ZCTA5 11727,30241,1769,23855,1338,6386,1056
8600000US11729,11729,ZCTA5 11729,27731,974,23370,1030,4361,544
8600000US11730,11730,ZCTA5 11730,13966,1201,12929,968,1037,622
8600000US11731,11731,ZCTA5 11731,30091,1007,27788,936,2303,503
8600000US11732,11732,ZCTA5 11732,3607,377,3294,313,313,213
8600000US11733,11733,ZCTA5 11733,16869,784,16023,709,846,405
8600000US11735,11735,ZCTA5 11735,34034,952,29149,806,4885,787
8600000US11738,11738,ZCTA5 11738,17146,1003,14540,864,2606,679
8600000US11739,11739,ZCTA5 11739,1042,203,979,196,63,57
8600000US11740,11740,ZCTA5 11740,8908,633,8695,626,213,109
8600000US11741,11741,ZCTA5 11741,27028,924,24461,893,2567,619
8600000US11742,11742,ZCTA5 11742,13158,801,11262,680,1896,477
8600000US11743,11743,ZCTA5 11743,42167,1337,38445,1148,3722,846
8600000US11746,11746,ZCTA5 11746,68934,1697,53566,1448,15368,1661
8600000US11747,11747,ZCTA5 11747,19456,1043,17874,963,1582,391
8600000US11749,11749,ZCTA5 11749,3352,38,2496,205,856,210
8600000US11751,11751,ZCTA5 11751,14617,691,12850,549,1767,499
8600000US11752,11752,ZCTA5 11752,9446,468,8406,485,1040,262
8600000US11753,11753,ZCTA5 11753,12574,623,12295,641,279,131
8600000US11754,11754,ZCTA5 11754,18082,805,17174,889,908,408
8600000US11755,11755,ZCTA5 11755,12476,304,11492,345,984,260
8600000US11756,11756,ZCTA5 11756,43023,1252,36250,931,6773,926
8600000US11757,11757,ZCTA5 11757,44335,901,36125,1201,8210,1028
8600000US11758,11758,ZCTA5 11758,54200,1251,50219,1206,3981,756
8600000US11762,11762,ZCTA5 11762,22888,395,21128,560,1760,436
8600000US11763,11763,ZCTA5 11763,28497,1151,21503,1065,6994,952
8600000US11764,11764,ZCTA5 11764,12678,747,11701,801,977,416
8600000US11765,11765,ZCTA5 11765,732,113,701,114,31,19
8600000US11766,11766,ZCTA5 11766,12577,927,10954,710,1623,805
8600000US11767,11767,ZCTA5 11767,15540,878,14504,768,1036,463
8600000US11768,11768,ZCTA5 11768,21669,779,20686,740,983,359
8600000US11769,11769,ZCTA5 11769,8642,583,8064,490,578,187
8600000US11770,11770,ZCTA5 11770,59,18,59,18,0,11
8600000US11771,11771,ZCTA5 11771,9561,754,8819,722,742,353
8600000US11772,11772,ZCTA5 11772,45495,1356,33757,1518,11738,1571
8600000US11776,11776,ZCTA5 11776,24181,1137,20022,1249,4159,1132
8600000US11777,11777,ZCTA5 11777,8940,190,8135,439,805,386
8600000US11778,11778,ZCTA5 11778,11932,804,10896,816,1036,328
8600000US11779,11779,ZCTA5 11779,38083,1457,34157,1272,3926,644
8600000US11780,11780,ZCTA5 11780,15736,864,14852,862,884,315
8600000US11782,11782,ZCTA5 11782,15050,424,14240,515,810,296
8600000US11783,11783,ZCTA5 11783,21406,765,19935,814,1471,443
8600000US11784,11784,ZCTA5 11784,25739,1342,21667,1260,4072,887
8600000US11786,11786,ZCTA5 11786,6468,508,5845,486,623,293
8600000US11787,11787,ZCTA5 11787,35436,1134,33920,1179,1516,373
8600000US11788,11788,ZCTA5 11788,16048,578,14825,629,1223,420
8600000US11789,11789,ZCTA5 11789,8233,673,7701,694,532,152
8600000US11790,11790,ZCTA5 11790,18359,790,17402,799,957,308
8600000US11791,11791,ZCTA5 11791,26065,737,24917,698,1148,405
8600000US11792,11792,ZCTA5 11792,8914,659,8277,651,637,242
8600000US11793,11793,ZCTA5 11793,31853,937,29074,900,2779,436
8600000US11794,11794,ZCTA5 11794,2998,251,2680,254,318,78
8600000US11795,11795,ZCTA5 11795,25018,784,23038,816,1980,456
8600000US11796,11796,ZCTA5 11796,3914,406,3672,401,242,112
8600000US11797,11797,ZCTA5 11797,8811,453,8631,429,180,83
8600000US11798,11798,ZCTA5 11798,14880,958,10630,809,4250,717
8600000US11801,11801,ZCTA5 11801,39514,1402,33094,1282,6420,975
8600000US11803,11803,ZCTA5 11803,28373,750,26919,819,1454,420
8600000US11804,11804,ZCTA5 11804,4892,314,4790,333,102,79
8600000US11901,11901,ZCTA5 11901,28897,1289,21631,1494,7266,1542
8600000US11930,11930,ZCTA5 11930,971,248,906,239,65,77
8600000US11931,11931,ZCTA5 11931,38,62,38,62,0,11
8600000US11932,11932,ZCTA5 11932,983,224,747,172,236,153
8600000US11933,11933,ZCTA5 11933,6781,770,5746,685,1035,493
8600000US11934,11934,ZCTA5 11934,8255,692,7449,625,806,310
8600000US11935,11935,ZCTA5 11935,3224,362,3140,366,84,91
8600000US11937,11937,ZCTA5 11937,15979,660,12016,892,3963,951
8600000US11939,11939,ZCTA5 11939,885,155,841,150,44,38
8600000US11940,11940,ZCTA5 11940,5211,439,5012,407,199,123
8600000US11941,11941,ZCTA5 11941,2040,391,1745,302,295,269
8600000US11942,11942,ZCTA5 11942,4735,472,4458,482,277,172
8600000US11944,11944,ZCTA5 11944,4089,469,3273,358,816,374
8600000US11946,11946,ZCTA5 11946,14045,867,10085,715,3960,806
8600000US11947,11947,ZCTA5 11947,320,275,320,275,0,11
8600000US11948,11948,ZCTA5 11948,1114,602,940,523,174,242
8600000US11949,11949,ZCTA5 11949,14744,1049,13280,999,1464,362
8600000US11950,11950,ZCTA5 11950,16799,1334,12461,1007,4338,930
8600000US11951,11951,ZCTA5 11951,13908,606,11829,794,2079,622
8600000US11952,11952,ZCTA5 11952,5008,650,4855,638,153,211
8600000US11953,11953,ZCTA5 11953,13344,738,11916,626,1428,406
8600000US11954,11954,ZCTA5 11954,3662,527,3272,466,390,169
8600000US11955,11955,ZCTA5 11955,3702,676,3468,648,234,193
8600000US11956,11956,ZCTA5 11956,243,83,243,83,0,11
8600000US11957,11957,ZCTA5 11957,718,145,704,144,14,21
8600000US11958,11958,ZCTA5 11958,489,197,383,145,106,165
8600000US11959,11959,ZCTA5 11959,919,189,886,190,33,24
8600000US11960,11960,ZCTA5 11960,681,228,641,211,40,64
8600000US11961,11961,ZCTA5 11961,12823,682,12052,643,771,273
8600000US11962,11962,ZCTA5 11962,268,100,266,100,2,3
8600000US11963,11963,ZCTA5 11963,6914,820,5938,613,976,442
8600000US11964,11964,ZCTA5 11964,1920,368,1802,360,118,110
8600000US11965,11965,ZCTA5 11965,723,381,723,381,0,11
8600000US11967,11967,ZCTA5 11967,27547,1448,21798,1169,5749,1225
8600000US11968,11968,ZCTA5 11968,10865,683,9835,689,1030,343
8600000US11970,11970,ZCTA5 11970,104,105,104,105,0,11
8600000US11971,11971,ZCTA5 11971,6553,520,6186,481,367,412
8600000US11972,11972,ZCTA5 11972,1255,341,1123,327,132,145
8600000US11973,11973,ZCTA5 11973,42,11,36,15,6,10
8600000US11975,11975,ZCTA5 11975,279,129,253,113,26,34
8600000US11976,11976,ZCTA5 11976,2277,483,2009,338,268,318
8600000US11977,11977,ZCTA5 11977,2245,289,2064,228,181,200
8600000US11978,11978,ZCTA5 11978,3057,324,2451,275,606,198
8600000US11980,11980,ZCTA5 11980,5627,548,4639,401,988,411
8600000US12007,12007,ZCTA5 12007,0,11,0,11,0,11
8600000US12008,12008,ZCTA5 12008,513,190,462,177,51,82
8600000US12009,12009,ZCTA5 12009,7841,489,7686,492,155,82
8600000US12010,12010,ZCTA5 12010,28704,647,23019,680,5685,240
8600000US12015,12015,ZCTA5 12015,2969,446,2829,427,140,148
8600000US12017,12017,ZCTA5 12017,360,105,345,102,15,17
8600000US12018,12018,ZCTA5 12018,7215,594,7021,571,194,169
8600000US12019,12019,ZCTA5 12019,14396,600,14229,601,167,95
8600000US12020,12020,ZCTA5 12020,33101,659,32097,767,1004,305
8600000US12022,12022,ZCTA5 12022,785,190,785,190,0,11
8600000US12023,12023,ZCTA5 12023,2108,265,2045,261,63,46
8600000US12024,12024,ZCTA5 12024,0,11,0,11,0,11
8600000US12025,12025,ZCTA5 12025,5310,375,5240,363,70,57
8600000US12027,12027,ZCTA5 12027,3930,359,3861,358,69,61
8600000US12028,12028,ZCTA5 12028,945,251,910,251,35,51
8600000US12029,12029,ZCTA5 12029,1079,206,1035,193,44,36
8600000US12031,12031,ZCTA5 12031,206,71,196,70,10,14
8600000US12032,12032,ZCTA5 12032,842,138,842,138,0,11
8600000US12033,12033,ZCTA5 12033,7919,604,7685,597,234,163
8600000US12035,12035,ZCTA5 12035,731,235,731,235,0,11
8600000US12036,12036,ZCTA5 12036,270,108,243,100,27,34
8600000US12037,12037,ZCTA5 12037,4322,412,4271,403,51,58
8600000US12040,12040,ZCTA5 12040,161,95,156,99,5,9
8600000US12041,12041,ZCTA5 12041,676,269,666,267,10,16
8600000US12042,12042,ZCTA5 12042,217,88,217,88,0,11
8600000US12043,12043,ZCTA5 12043,8435,301,8155,295,280,80
8600000US12045,12045,ZCTA5 12045,347,140,310,121,37,39
8600000US12046,12046,ZCTA5 12046,1069,245,1069,245,0,11
8600000US12047,12047,ZCTA5 12047,20765,625,19882,655,883,305
8600000US12051,12051,ZCTA5 12051,6210,299,5433,302,777,152
8600000US12052,12052,ZCTA5 12052,1713,261,1708,262,5,10
8600000US12053,12053,ZCTA5 12053,4965,604,4734,582,231,215
8600000US12054,12054,ZCTA5 12054,17100,724,16845,731,255,165
8600000US12056,12056,ZCTA5 12056,2388,578,2280,551,108,113
8600000US12057,12057,ZCTA5 12057,2162,331,2162,331,0,11
8600000US12058,12058,ZCTA5 12058,1741,423,1628,412,113,118
8600000US12059,12059,ZCTA5 12059,1657,206,1643,205,14,22
8600000US12060,12060,ZCTA5 12060,1478,183,1462,184,16,20
8600000US12061,12061,ZCTA5 12061,9106,722,9024,720,82,63
8600000US12062,12062,ZCTA5 12062,1700,296,1686,294,14,17
8600000US12063,12063,ZCTA5 12063,361,202,361,202,0,11
8600000US12064,12064,ZCTA5 12064,370,99,370,99,0,11
8600000US12065,12065,ZCTA5 12065,42680,671,40750,759,1930,489
8600000US12066,12066,ZCTA5 12066,1831,303,1781,289,50,52
8600000US12067,12067,ZCTA5 12067,1619,352,1594,345,25,28
8600000US12068,12068,ZCTA5 12068,2958,214,2693,231,265,93
8600000US12069,12069,ZCTA5 12069,167,129,167,129,0,11
8600000US12070,12070,ZCTA5 12070,1632,381,1535,366,97,75
8600000US12071,12071,ZCTA5 12071,360,158,360,158,0,11
8600000US12072,12072,ZCTA5 12072,2722,245,2630,239,92,56
8600000US12074,12074,ZCTA5 12074,2814,315,2732,326,82,104
8600000US12075,12075,ZCTA5 12075,3070,391,2947,396,123,85
8600000US12076,12076,ZCTA5 12076,1552,174,1444,166,108,53
8600000US12077,12077,ZCTA5 12077,6701,627,6589,619,112,133
8600000US12078,12078,ZCTA5 12078,23566,485,22799,524,767,193
8600000US12083,12083,ZCTA5 12083,3705,351,3570,369,135,101
8600000US12084,12084,ZCTA5 12084,4960,524,4491,486,469,306
8600000US12085,12085,ZCTA5 12085,448,185,405,160,43,50
8600000US12086,12086,ZCTA5 12086,1565,296,1556,296,9,16
8600000US12087,12087,ZCTA5 12087,1138,304,1138,304,0,11
8600000US12089,12089,ZCTA5 12089,122,80,122,80,0,11
8600000US12090,12090,ZCTA5 12090,6199,283,6034,297,165,122
8600000US12092,12092,ZCTA5 12092,730,240,721,237,9,14
8600000US12093,12093,ZCTA5 12093,1642,194,1577,189,65,38
8600000US12094,12094,ZCTA5 12094,2532,509,2527,509,5,8
8600000US12095,12095,ZCTA5 12095,12242,431,11722,481,520,179
8600000US12106,12106,ZCTA5 12106,2441,366,2427,365,14,15
8600000US12108,12108,ZCTA5 12108,245,67,238,68,7,8
8600000US12110,12110,ZCTA5 12110,22684,1036,21201,1047,1483,387
8600000US12115,12115,ZCTA5 12115,144,96,114,70,30,41
8600000US12116,12116,ZCTA5 12116,1883,222,1853,213,30,28
8600000US12117,12117,ZCTA5 12117,3279,286,3183,286,96,69
8600000US12118,12118,ZCTA5 12118,14981,723,14645,754,336,139
8600000US12120,12120,ZCTA5 12120,587,130,571,131,16,16
8600000US12121,12121,ZCTA5 12121,1680,402,1670,401,10,16
8600000US12122,12122,ZCTA5 12122,4598,287,4412,273,186,95
8600000US12123,12123,ZCTA5 12123,5684,561,5601,553,83,61
8600000US12124,12124,ZCTA5 12124,661,241,616,247,45,50
8600000US12125,12125,ZCTA5 12125,1534,284,1468,279,66,73
8600000US12130,12130,ZCTA5 12130,852,346,852,346,0,11
8600000US12131,12131,ZCTA5 12131,111,37,111,37,0,11
8600000US12132,12132,ZCTA5 12132,312,154,235,135,77,108
8600000US12134,12134,ZCTA5 12134,4134,266,4089,262,45,20
8600000US12136,12136,ZCTA5 12136,772,214,700,203,72,76
8600000US12137,12137,ZCTA5 12137,1998,358,1931,341,67,72
8600000US12138,12138,ZCTA5 12138,3153,350,3060,351,93,75
8600000US12139,12139,ZCTA5 12139,309,141,309,141,0,11
8600000US12140,12140,ZCTA5 12140,1521,264,1520,264,1,4
8600000US12143,12143,ZCTA5 12143,4750,272,4702,279,48,47
8600000US12144,12144,ZCTA5 12144,20391,624,19347,734,1044,374
8600000US12147,12147,ZCTA5 12147,586,150,586,150,0,11
8600000US12148,12148,ZCTA5 12148,4716,430,4551,425,165,152
8600000US12149,12149,ZCTA5 12149,2445,259,2430,258,15,17
8600000US12150,12150,ZCTA5 12150,903,333,903,333,0,11
8600000US12151,12151,ZCTA5 12151,694,114,684,113,10,8
8600000US12153,12153,ZCTA5 12153,1053,297,1053,297,0,11
8600000US12154,12154,ZCTA5 12154,2809,364,2778,368,31,35
8600000US12155,12155,ZCTA5 12155,1808,279,1797,278,11,11
8600000US12156,12156,ZCTA5 12156,1068,437,1068,437,0,11
8600000US12157,12157,ZCTA5 12157,3967,374,3909,368,58,39
8600000US12158,12158,ZCTA5 12158,7116,702,7021,715,95,79
8600000US12159,12159,ZCTA5 12159,7614,642,7478,635,136,98
8600000US12160,12160,ZCTA5 12160,945,199,898,190,47,46
8600000US12161,12161,ZCTA5 12161,187,194,187,194,0,11
8600000US12164,12164,ZCTA5 12164,354,130,353,131,1,3
8600000US12165,12165,ZCTA5 12165,174,72,174,72,0,11
8600000US12166,12166,ZCTA5 12166,1353,178,1343,176,10,11
8600000US12167,12167,ZCTA5 12167,2844,286,2782,279,62,27
8600000US12168,12168,ZCTA5 12168,2064,198,2053,201,11,18
8600000US12169,12169,ZCTA5 12169,261,109,261,109,0,11
8600000US12170,12170,ZCTA5 12170,5030,540,4919,553,111,87
8600000US12172,12172,ZCTA5 12172,284,173,284,173,0,11
8600000US12173,12173,ZCTA5 12173,1998,283,1922,283,76,72
8600000US12174,12174,ZCTA5 12174,342,178,337,177,5,11
8600000US12175,12175,ZCTA5 12175,513,125,513,125,0,11
8600000US12176,12176,ZCTA5 12176,478,201,478,201,0,11
8600000US12177,12177,ZCTA5 12177,467,193,467,193,0,11
8600000US12180,12180,ZCTA5 12180,53275,946,49235,946,4040,495
8600000US12182,12182,ZCTA5 12182,15288,839,14199,891,1089,376
8600000US12183,12183,ZCTA5 12183,2621,21,2368,182,253,177
8600000US12184,12184,ZCTA5 12184,6852,503,6438,515,414,180
8600000US12185,12185,ZCTA5 12185,2213,406,2178,396,35,46
8600000US12186,12186,ZCTA5 12186,6232,336,6030,348,202,107
8600000US12187,12187,ZCTA5 12187,449,139,441,136,8,10
8600000US12188,12188,ZCTA5 12188,10881,315,10565,307,316,148
8600000US12189,12189,ZCTA5 12189,17650,711,16570,708,1080,391
8600000US12190,12190,ZCTA5 12190,995,189,992,188,3,8
8600000US12192,12192,ZCTA5 12192,1968,376,1765,365,203,192
8600000US12193,12193,ZCTA5 12193,1845,234,1845,234,0,11
8600000US12194,12194,ZCTA5 12194,158,42,158,42,0,11
8600000US12195,12195,ZCTA5 12195,136,65,136,65,0,11
8600000US12196,12196,ZCTA5 12196,3462,482,3397,491,65,58
8600000US12197,12197,ZCTA5 12197,2147,239,2023,241,124,67
8600000US12198,12198,ZCTA5 12198,7760,536,7586,546,174,95
8600000US12202,12202,ZCTA5 12202,9312,855,8109,783,1203,469
8600000US12203,12203,ZCTA5 12203,31125,1116,29304,1155,1821,385
8600000US12204,12204,ZCTA5 12204,7518,438,6652,534,866,400
8600000US12205,12205,ZCTA5 12205,26480,968,25408,864,1072,420
8600000US12206,12206,ZCTA5 12206,16036,1058,13474,1086,2562,692
8600000US12207,12207,ZCTA5 12207,1642,339,1507,335,135,79
8600000US12208,12208,ZCTA5 12208,21736,891,20282,869,1454,525
8600000US12209,12209,ZCTA5 12209,10452,1113,9793,1108,659,295
8600000US12210,12210,ZCTA5 12210,9372,780,8605,748,767,259
8600000US12211,12211,ZCTA5 12211,11362,883,11150,907,212,173
8600000US12222,12222,ZCTA5 12222,6261,606,5275,547,986,176
8600000US12302,12302,ZCTA5 12302,27504,323,26689,428,815,352
8600000US12303,12303,ZCTA5 12303,28620,1309,26672,1250,1948,467
8600000US12304,12304,ZCTA5 12304,23263,1472,21130,1396,2133,472
8600000US12305,12305,ZCTA5 12305,4962,414,4516,420,446,141
8600000US12306,12306,ZCTA5 12306,25666,1043,24502,989,1164,379
8600000US12307,12307,ZCTA5 12307,6605,1009,5674,817,931,416
8600000US12308,12308,ZCTA5 12308,15649,881,13738,823,1911,451
8600000US12309,12309,ZCTA5 12309,30077,791,29226,864,851,320
8600000US12401,12401,ZCTA5 12401,35258,636,31070,748,4188,542
8600000US12404,12404,ZCTA5 12404,3421,556,3268,540,153,149
8600000US12405,12405,ZCTA5 12405,529,233,510,234,19,34
8600000US12406,12406,ZCTA5 12406,877,232,762,229,115,99
8600000US12407,12407,ZCTA5 12407,195,74,184,74,11,13
8600000US12409,12409,ZCTA5 12409,672,213,668,211,4,12
8600000US12410,12410,ZCTA5 12410,571,181,552,187,19,24
8600000US12411,12411,ZCTA5 12411,318,129,318,129,0,11
8600000US12412,12412,ZCTA5 12412,548,293,485,285,63,104
8600000US12413,12413,ZCTA5 12413,2828,488,2685,471,143,111
8600000US12414,12414,ZCTA5 12414,10355,545,9759,555,596,240
8600000US12416,12416,ZCTA5 12416,130,122,57,64,73,120
8600000US12417,12417,ZCTA5 12417,479,249,437,250,42,60
8600000US12418,12418,ZCTA5 12418,400,175,400,175,0,11
8600000US12419,12419,ZCTA5 12419,629,197,602,199,27,42
8600000US12420,12420,ZCTA5 12420,350,157,326,147,24,37
8600000US12421,12421,ZCTA5 12421,268,108,262,107,6,9
8600000US12422,12422,ZCTA5 12422,423,162,423,162,0,11
8600000US12423,12423,ZCTA5 12423,1108,203,1093,200,15,16
8600000US12424,12424,ZCTA5 12424,226,85,226,85,0,11
8600000US12427,12427,ZCTA5 12427,532,258,524,254,8,18
8600000US12428,12428,ZCTA5 12428,6987,436,5506,542,1481,395
8600000US12429,12429,ZCTA5 12429,272,242,272,242,0,11
8600000US12430,12430,ZCTA5 12430,1145,249,996,242,149,86
8600000US12431,12431,ZCTA5 12431,1088,309,1053,311,35,55
8600000US12432,12432,ZCTA5 12432,480,198,463,196,17,26
8600000US12433,12433,ZCTA5 12433,548,189,533,187,15,26
8600000US12434,12434,ZCTA5 12434,617,176,617,176,0,11
8600000US12435,12435,ZCTA5 12435,327,160,306,160,21,25
8600000US12436,12436,ZCTA5 12436,78,75,78,75,0,11
8600000US12438,12438,ZCTA5 12438,48,52,48,52,0,11
8600000US12439,12439,ZCTA5 12439,292,126,292,126,0,11
8600000US12440,12440,ZCTA5 12440,2350,440,2263,439,87,78
8600000US12441,12441,ZCTA5 12441,25,20,25,20,0,11
8600000US12442,12442,ZCTA5 12442,652,242,644,241,8,12
8600000US12443,12443,ZCTA5 12443,3618,245,3473,233,145,86
8600000US12444,12444,ZCTA5 12444,568,141,559,142,9,12
8600000US12446,12446,ZCTA5 12446,4914,504,4563,516,351,263
8600000US12448,12448,ZCTA5 12448,427,190,427,190,0,11
8600000US12449,12449,ZCTA5 12449,3301,320,3165,305,136,104
8600000US12450,12450,ZCTA5 12450,141,169,141,169,0,11
8600000US12451,12451,ZCTA5 12451,1591,381,1370,342,221,242
8600000US12452,12452,ZCTA5 12452,278,112,278,112,0,11
8600000US12453,12453,ZCTA5 12453,235,210,96,95,139,186
8600000US12454,12454,ZCTA5 12454,299,103,299,103,0,11
8600000US12455,12455,ZCTA5 12455,1894,320,1754,302,140,84
8600000US12456,12456,ZCTA5 12456,840,201,727,201,113,91
8600000US12457,12457,ZCTA5 12457,742,199,733,199,9,20
8600000US12458,12458,ZCTA5 12458,2887,374,2270,337,617,213
8600000US12459,12459,ZCTA5 12459,158,96,146,91,12,19
8600000US12460,12460,ZCTA5 12460,324,154,307,150,17,27
8600000US12461,12461,ZCTA5 12461,1771,359,1659,357,112,116
8600000US12463,12463,ZCTA5 12463,1555,374,1465,351,90,140
8600000US12464,12464,ZCTA5 12464,790,216,790,216,0,11
8600000US12465,12465,ZCTA5 12465,271,100,271,100,0,11
8600000US12466,12466,ZCTA5 12466,2292,315,2216,317,76,46
8600000US12468,12468,ZCTA5 12468,1128,186,1122,186,6,7
8600000US12469,12469,ZCTA5 12469,627,126,602,129,25,27
8600000US12470,12470,ZCTA5 12470,391,213,391,213,0,11
8600000US12471,12471,ZCTA5 12471,201,201,201,201,0,11
8600000US12472,12472,ZCTA5 12472,1446,294,1418,291,28,26
8600000US12473,12473,ZCTA5 12473,1184,327,1184,327,0,11
8600000US12474,12474,ZCTA5 12474,1367,245,1362,244,5,8
8600000US12475,12475,ZCTA5 12475,221,126,210,121,11,20
8600000US12477,12477,ZCTA5 12477,18413,364,17116,457,1297,324
8600000US12480,12480,ZCTA5 12480,707,237,669,239,38,37
8600000US12481,12481,ZCTA5 12481,1394,373,1332,374,62,63
8600000US12482,12482,ZCTA5 12482,475,229,445,224,30,45
8600000US12483,12483,ZCTA5 12483,267,111,267,111,0,11
8600000US12484,12484,ZCTA5 12484,2523,435,2415,423,108,88
8600000US12485,12485,ZCTA5 12485,1369,336,1309,339,60,85
8600000US12486,12486,ZCTA5 12486,1585,320,1502,327,83,120
8600000US12487,12487,ZCTA5 12487,3460,536,3118,620,342,302
8600000US12489,12489,ZCTA5 12489,1112,200,726,169,386,106
8600000US12490,12490,ZCTA5 12490,27,42,27,42,0,11
8600000US12491,12491,ZCTA5 12491,1460,269,1414,274,46,55
8600000US12492,12492,ZCTA5 12492,248,98,237,96,11,16
8600000US12493,12493,ZCTA5 12493,316,202,275,220,41,53
8600000US12494,12494,ZCTA5 12494,620,274,620,274,0,11
8600000US12495,12495,ZCTA5 12495,288,145,270,144,18,31
8600000US12496,12496,ZCTA5 12496,1438,191,1385,181,53,57
8600000US12498,12498,ZCTA5 12498,5065,388,4897,391,168,131
8600000US12501,12501,ZCTA5 12501,2880,399,2697,433,183,183
8600000US12502,12502,ZCTA5 12502,1274,231,1250,232,24,23
8600000US12503,12503,ZCTA5 12503,587,97,562,96,25,20
8600000US12504,12504,ZCTA5 12504,1495,134,1360,139,135,48
8600000US12507,12507,ZCTA5 12507,250,75,250,75,0,11
8600000US12508,12508,ZCTA5 12508,19631,647,15419,718,4212,671
8600000US12512,12512,ZCTA5 12512,143,144,143,144,0,11
8600000US12513,12513,ZCTA5 12513,424,190,424,190,0,11
8600000US12514,12514,ZCTA5 12514,3168,370,3100,377,68,56
8600000US12515,12515,ZCTA5 12515,1449,330,1110,262,339,229
8600000US12516,12516,ZCTA5 12516,1762,317,1736,317,26,31
8600000US12517,12517,ZCTA5 12517,445,180,445,180,0,11
8600000US12518,12518,ZCTA5 12518,6338,455,5588,467,750,378
8600000US12520,12520,ZCTA5 12520,2957,39,2743,146,214,139
8600000US12521,12521,ZCTA5 12521,1248,291,1232,291,16,12
8600000US12522,12522,ZCTA5 12522,4907,468,4458,442,449,251
8600000US12523,12523,ZCTA5 12523,1586,272,1523,266,63,38
8600000US12524,12524,ZCTA5 12524,16169,707,14146,694,2023,439
8600000US12525,12525,ZCTA5 12525,3375,504,3238,523,137,124
8600000US12526,12526,ZCTA5 12526,3953,340,3516,273,437,203
8600000US12527,12527,ZCTA5 12527,0,11,0,11,0,11
8600000US12528,12528,ZCTA5 12528,13041,553,11692,685,1349,424
8600000US12529,12529,ZCTA5 12529,2858,427,2642,395,216,137
8600000US12530,12530,ZCTA5 12530,111,106,111,106,0,11
8600000US12531,12531,ZCTA5 12531,3132,435,3087,427,45,45
8600000US12533,12533,ZCTA5 12533,26229,787,24272,736,1957,393
8600000US12534,12534,ZCTA5 12534,17630,591,16720,572,910,230
